TID,SDate,TName,SStationID,AStationID,STime,ATime
7377,2019-12-07,D4204               ,1597,2020,2019-12-07 20:04:00,2019-12-07 23:36:00
7378,2019-12-08,D4204               ,1597,2020,2019-12-08 20:04:00,2019-12-08 23:36:00
7379,2019-12-09,D4204               ,1597,2020,2019-12-09 20:04:00,2019-12-09 23:36:00
7380,2019-12-10,D4204               ,1597,2020,2019-12-10 20:04:00,2019-12-10 23:36:00
7381,2019-12-11,D4204               ,1597,2020,2019-12-11 20:04:00,2019-12-11 23:36:00
7382,2019-12-12,D4204               ,1597,2020,2019-12-12 20:04:00,2019-12-12 23:36:00
7383,2019-12-13,D4204               ,1597,2020,2019-12-13 20:04:00,2019-12-13 23:36:00
7384,2019-12-14,D4204               ,1597,2020,2019-12-14 20:04:00,2019-12-14 23:36:00
7385,2019-12-15,D4204               ,1597,2020,2019-12-15 20:04:00,2019-12-15 23:36:00
7386,2019-12-16,D4204               ,1597,2020,2019-12-16 20:04:00,2019-12-16 23:36:00
7387,2019-12-17,D4204               ,1597,2020,2019-12-17 20:04:00,2019-12-17 23:36:00
7388,2019-12-18,D4204               ,1597,2020,2019-12-18 20:04:00,2019-12-18 23:36:00
7389,2019-12-19,D4204               ,1597,2020,2019-12-19 20:04:00,2019-12-19 23:36:00
7390,2019-12-20,D4204               ,1597,2020,2019-12-20 20:04:00,2019-12-20 23:36:00
7391,2019-12-21,D4204               ,1597,2020,2019-12-21 20:04:00,2019-12-21 23:36:00
7392,2019-12-22,D4204               ,1597,2020,2019-12-22 20:04:00,2019-12-22 23:36:00
7393,2019-12-23,D4204               ,1597,2020,2019-12-23 20:04:00,2019-12-23 23:36:00
7394,2019-12-24,D4204               ,1597,2020,2019-12-24 20:04:00,2019-12-24 23:36:00
7395,2019-12-25,D4204               ,1597,2020,2019-12-25 20:04:00,2019-12-25 23:36:00
7396,2019-12-26,D4204               ,1597,2020,2019-12-26 20:04:00,2019-12-26 23:36:00
7397,2019-12-27,D4204               ,1597,2020,2019-12-27 20:04:00,2019-12-27 23:36:00
7398,2019-12-28,D4204               ,1597,2020,2019-12-28 20:04:00,2019-12-28 23:36:00
7399,2019-12-29,D4204               ,1597,2020,2019-12-29 20:04:00,2019-12-29 23:36:00
7400,2019-12-30,D4204               ,1597,2020,2019-12-30 20:04:00,2019-12-30 23:36:00
7401,2019-12-31,D4204               ,1597,2020,2019-12-31 20:04:00,2019-12-31 23:36:00
7402,2020-01-01,D4204               ,1597,2020,2020-01-01 20:04:00,2020-01-01 23:36:00
7403,2020-01-02,D4204               ,1597,2020,2020-01-02 20:04:00,2020-01-02 23:36:00
7404,2020-01-03,D4204               ,1597,2020,2020-01-03 20:04:00,2020-01-03 23:36:00
7405,2020-01-04,D4204               ,1597,2020,2020-01-04 20:04:00,2020-01-04 23:36:00
7406,2020-01-05,D4204               ,1597,2020,2020-01-05 20:04:00,2020-01-05 23:36:00
7407,2020-01-06,D4204               ,1597,2020,2020-01-06 20:04:00,2020-01-06 23:36:00
7408,2020-01-07,D4204               ,1597,2020,2020-01-07 20:04:00,2020-01-07 23:36:00
7409,2020-01-08,D4204               ,1597,2020,2020-01-08 20:04:00,2020-01-08 23:36:00
7410,2020-01-09,D4204               ,1597,2020,2020-01-09 20:04:00,2020-01-09 23:36:00
7411,2020-01-10,D4204               ,1597,2020,2020-01-10 20:04:00,2020-01-10 23:36:00
7412,2020-01-11,D4204               ,1597,2020,2020-01-11 20:04:00,2020-01-11 23:36:00
7413,2020-01-12,D4204               ,1597,2020,2020-01-12 20:04:00,2020-01-12 23:36:00
7414,2020-01-13,D4204               ,1597,2020,2020-01-13 20:04:00,2020-01-13 23:36:00
7415,2020-01-14,D4204               ,1597,2020,2020-01-14 20:04:00,2020-01-14 23:36:00
7416,2020-01-15,D4204               ,1597,2020,2020-01-15 20:04:00,2020-01-15 23:36:00
7417,2020-01-16,D4204               ,1597,2020,2020-01-16 20:04:00,2020-01-16 23:36:00
7418,2020-01-17,D4204               ,1597,2020,2020-01-17 20:04:00,2020-01-17 23:36:00
7419,2020-01-18,D4204               ,1597,2020,2020-01-18 20:04:00,2020-01-18 23:36:00
7420,2020-01-19,D4204               ,1597,2020,2020-01-19 20:04:00,2020-01-19 23:36:00
7421,2020-01-20,D4204               ,1597,2020,2020-01-20 20:04:00,2020-01-20 23:36:00
7422,2020-01-21,D4204               ,1597,2020,2020-01-21 20:04:00,2020-01-21 23:36:00
7423,2020-01-22,D4204               ,1597,2020,2020-01-22 20:04:00,2020-01-22 23:36:00
7424,2020-01-23,D4204               ,1597,2020,2020-01-23 20:04:00,2020-01-23 23:36:00
7425,2020-01-24,D4204               ,1597,2020,2020-01-24 20:04:00,2020-01-24 23:36:00
7426,2020-01-25,D4204               ,1597,2020,2020-01-25 20:04:00,2020-01-25 23:36:00
7427,2020-01-26,D4204               ,1597,2020,2020-01-26 20:04:00,2020-01-26 23:36:00
7428,2020-01-27,D4204               ,1597,2020,2020-01-27 20:04:00,2020-01-27 23:36:00
7429,2020-01-28,D4204               ,1597,2020,2020-01-28 20:04:00,2020-01-28 23:36:00
7430,2020-01-29,D4204               ,1597,2020,2020-01-29 20:04:00,2020-01-29 23:36:00
7431,2020-01-30,D4204               ,1597,2020,2020-01-30 20:04:00,2020-01-30 23:36:00
7432,2020-01-31,D4204               ,1597,2020,2020-01-31 20:04:00,2020-01-31 23:36:00
7433,2020-02-01,D4204               ,1597,2020,2020-02-01 20:04:00,2020-02-01 23:36:00
7434,2020-02-02,D4204               ,1597,2020,2020-02-02 20:04:00,2020-02-02 23:36:00
7435,2020-02-03,D4204               ,1597,2020,2020-02-03 20:04:00,2020-02-03 23:36:00
7436,2020-02-04,D4204               ,1597,2020,2020-02-04 20:04:00,2020-02-04 23:36:00
7437,2020-02-05,D4204               ,1597,2020,2020-02-05 20:04:00,2020-02-05 23:36:00
7438,2020-02-06,D4204               ,1597,2020,2020-02-06 20:04:00,2020-02-06 23:36:00
7439,2020-02-07,D4204               ,1597,2020,2020-02-07 20:04:00,2020-02-07 23:36:00
7440,2020-02-08,D4204               ,1597,2020,2020-02-08 20:04:00,2020-02-08 23:36:00
7441,2020-02-09,D4204               ,1597,2020,2020-02-09 20:04:00,2020-02-09 23:36:00
7442,2020-02-10,D4204               ,1597,2020,2020-02-10 20:04:00,2020-02-10 23:36:00
7443,2020-02-11,D4204               ,1597,2020,2020-02-11 20:04:00,2020-02-11 23:36:00
7444,2020-02-12,D4204               ,1597,2020,2020-02-12 20:04:00,2020-02-12 23:36:00
7445,2020-02-13,D4204               ,1597,2020,2020-02-13 20:04:00,2020-02-13 23:36:00
7446,2020-02-14,D4204               ,1597,2020,2020-02-14 20:04:00,2020-02-14 23:36:00
7447,2020-02-15,D4204               ,1597,2020,2020-02-15 20:04:00,2020-02-15 23:36:00
7448,2020-02-16,D4204               ,1597,2020,2020-02-16 20:04:00,2020-02-16 23:36:00
7449,2020-02-17,D4204               ,1597,2020,2020-02-17 20:04:00,2020-02-17 23:36:00
7450,2020-02-18,D4204               ,1597,2020,2020-02-18 20:04:00,2020-02-18 23:36:00
7451,2020-02-19,D4204               ,1597,2020,2020-02-19 20:04:00,2020-02-19 23:36:00
7452,2020-02-20,D4204               ,1597,2020,2020-02-20 20:04:00,2020-02-20 23:36:00
7453,2020-02-21,D4204               ,1597,2020,2020-02-21 20:04:00,2020-02-21 23:36:00
7454,2020-02-22,D4204               ,1597,2020,2020-02-22 20:04:00,2020-02-22 23:36:00
7455,2020-02-23,D4204               ,1597,2020,2020-02-23 20:04:00,2020-02-23 23:36:00
7456,2020-02-24,D4204               ,1597,2020,2020-02-24 20:04:00,2020-02-24 23:36:00
7457,2020-02-25,D4204               ,1597,2020,2020-02-25 20:04:00,2020-02-25 23:36:00
7458,2020-02-26,D4204               ,1597,2020,2020-02-26 20:04:00,2020-02-26 23:36:00
7459,2020-02-27,D4204               ,1597,2020,2020-02-27 20:04:00,2020-02-27 23:36:00
7460,2020-02-28,D4204               ,1597,2020,2020-02-28 20:04:00,2020-02-28 23:36:00
7461,2020-02-29,D4204               ,1597,2020,2020-02-29 20:04:00,2020-02-29 23:36:00
7462,2020-03-01,D4204               ,1597,2020,2020-03-01 20:04:00,2020-03-01 23:36:00
7463,2019-12-02,D4668               ,3365,1615,2019-12-02 01:24:00,2019-12-02 05:23:00
7464,2019-12-03,D4668               ,3365,1615,2019-12-03 01:24:00,2019-12-03 05:23:00
7465,2019-12-04,D4668               ,3365,1615,2019-12-04 01:24:00,2019-12-04 05:23:00
7466,2019-12-05,D4668               ,3365,1615,2019-12-05 01:24:00,2019-12-05 05:23:00
7467,2019-12-06,D4668               ,3365,1615,2019-12-06 01:24:00,2019-12-06 05:23:00
7468,2019-12-07,D4668               ,3365,1615,2019-12-07 01:24:00,2019-12-07 05:23:00
7469,2019-12-08,D4668               ,3365,1615,2019-12-08 01:24:00,2019-12-08 05:23:00
7470,2019-12-09,D4668               ,3365,1615,2019-12-09 01:24:00,2019-12-09 05:23:00
7471,2019-12-10,D4668               ,3365,1615,2019-12-10 01:24:00,2019-12-10 05:23:00
7472,2019-12-11,D4668               ,3365,1615,2019-12-11 01:24:00,2019-12-11 05:23:00
7473,2019-12-12,D4668               ,3365,1615,2019-12-12 01:24:00,2019-12-12 05:23:00
7474,2019-12-13,D4668               ,3365,1615,2019-12-13 01:24:00,2019-12-13 05:23:00
7475,2019-12-14,D4668               ,3365,1615,2019-12-14 01:24:00,2019-12-14 05:23:00
7476,2019-12-15,D4668               ,3365,1615,2019-12-15 01:24:00,2019-12-15 05:23:00
7477,2019-12-16,D4668               ,3365,1615,2019-12-16 01:24:00,2019-12-16 05:23:00
7478,2019-12-17,D4668               ,3365,1615,2019-12-17 01:24:00,2019-12-17 05:23:00
7479,2019-12-18,D4668               ,3365,1615,2019-12-18 01:24:00,2019-12-18 05:23:00
7480,2019-12-19,D4668               ,3365,1615,2019-12-19 01:24:00,2019-12-19 05:23:00
7481,2019-12-20,D4668               ,3365,1615,2019-12-20 01:24:00,2019-12-20 05:23:00
7482,2019-12-21,D4668               ,3365,1615,2019-12-21 01:24:00,2019-12-21 05:23:00
7483,2019-12-22,D4668               ,3365,1615,2019-12-22 01:24:00,2019-12-22 05:23:00
7484,2019-12-23,D4668               ,3365,1615,2019-12-23 01:24:00,2019-12-23 05:23:00
7485,2019-12-24,D4668               ,3365,1615,2019-12-24 01:24:00,2019-12-24 05:23:00
7486,2019-12-25,D4668               ,3365,1615,2019-12-25 01:24:00,2019-12-25 05:23:00
7487,2019-12-26,D4668               ,3365,1615,2019-12-26 01:24:00,2019-12-26 05:23:00
7488,2019-12-27,D4668               ,3365,1615,2019-12-27 01:24:00,2019-12-27 05:23:00
7489,2019-12-28,D4668               ,3365,1615,2019-12-28 01:24:00,2019-12-28 05:23:00
7490,2019-12-29,D4668               ,3365,1615,2019-12-29 01:24:00,2019-12-29 05:23:00
7491,2019-12-30,D4668               ,3365,1615,2019-12-30 01:24:00,2019-12-30 05:23:00
7492,2019-12-31,D4668               ,3365,1615,2019-12-31 01:24:00,2019-12-31 05:23:00
7493,2020-01-01,D4668               ,3365,1615,2020-01-01 01:24:00,2020-01-01 05:23:00
7494,2020-01-02,D4668               ,3365,1615,2020-01-02 01:24:00,2020-01-02 05:23:00
7495,2020-01-03,D4668               ,3365,1615,2020-01-03 01:24:00,2020-01-03 05:23:00
7496,2020-01-04,D4668               ,3365,1615,2020-01-04 01:24:00,2020-01-04 05:23:00
7497,2020-01-05,D4668               ,3365,1615,2020-01-05 01:24:00,2020-01-05 05:23:00
7498,2020-01-06,D4668               ,3365,1615,2020-01-06 01:24:00,2020-01-06 05:23:00
7499,2020-01-07,D4668               ,3365,1615,2020-01-07 01:24:00,2020-01-07 05:23:00
7500,2020-01-08,D4668               ,3365,1615,2020-01-08 01:24:00,2020-01-08 05:23:00
7501,2020-01-09,D4668               ,3365,1615,2020-01-09 01:24:00,2020-01-09 05:23:00
7502,2020-01-10,D4668               ,3365,1615,2020-01-10 01:24:00,2020-01-10 05:23:00
7503,2020-01-11,D4668               ,3365,1615,2020-01-11 01:24:00,2020-01-11 05:23:00
7504,2020-01-12,D4668               ,3365,1615,2020-01-12 01:24:00,2020-01-12 05:23:00
7505,2020-01-13,D4668               ,3365,1615,2020-01-13 01:24:00,2020-01-13 05:23:00
7506,2020-01-14,D4668               ,3365,1615,2020-01-14 01:24:00,2020-01-14 05:23:00
7507,2020-01-15,D4668               ,3365,1615,2020-01-15 01:24:00,2020-01-15 05:23:00
7508,2020-01-16,D4668               ,3365,1615,2020-01-16 01:24:00,2020-01-16 05:23:00
7509,2020-01-17,D4668               ,3365,1615,2020-01-17 01:24:00,2020-01-17 05:23:00
7510,2020-01-18,D4668               ,3365,1615,2020-01-18 01:24:00,2020-01-18 05:23:00
7511,2020-01-19,D4668               ,3365,1615,2020-01-19 01:24:00,2020-01-19 05:23:00
7512,2020-01-20,D4668               ,3365,1615,2020-01-20 01:24:00,2020-01-20 05:23:00
7513,2020-01-21,D4668               ,3365,1615,2020-01-21 01:24:00,2020-01-21 05:23:00
7514,2020-01-22,D4668               ,3365,1615,2020-01-22 01:24:00,2020-01-22 05:23:00
7515,2020-01-23,D4668               ,3365,1615,2020-01-23 01:24:00,2020-01-23 05:23:00
7516,2020-01-24,D4668               ,3365,1615,2020-01-24 01:24:00,2020-01-24 05:23:00
7517,2020-01-25,D4668               ,3365,1615,2020-01-25 01:24:00,2020-01-25 05:23:00
7518,2020-01-26,D4668               ,3365,1615,2020-01-26 01:24:00,2020-01-26 05:23:00
7519,2020-01-27,D4668               ,3365,1615,2020-01-27 01:24:00,2020-01-27 05:23:00
7520,2020-01-28,D4668               ,3365,1615,2020-01-28 01:24:00,2020-01-28 05:23:00
7521,2020-01-29,D4668               ,3365,1615,2020-01-29 01:24:00,2020-01-29 05:23:00
7522,2020-01-30,D4668               ,3365,1615,2020-01-30 01:24:00,2020-01-30 05:23:00
7523,2020-01-31,D4668               ,3365,1615,2020-01-31 01:24:00,2020-01-31 05:23:00
7524,2020-02-01,D4668               ,3365,1615,2020-02-01 01:24:00,2020-02-01 05:23:00
7525,2020-02-02,D4668               ,3365,1615,2020-02-02 01:24:00,2020-02-02 05:23:00
7526,2020-02-03,D4668               ,3365,1615,2020-02-03 01:24:00,2020-02-03 05:23:00
7527,2020-02-04,D4668               ,3365,1615,2020-02-04 01:24:00,2020-02-04 05:23:00
7528,2020-02-05,D4668               ,3365,1615,2020-02-05 01:24:00,2020-02-05 05:23:00
7529,2020-02-06,D4668               ,3365,1615,2020-02-06 01:24:00,2020-02-06 05:23:00
7530,2020-02-07,D4668               ,3365,1615,2020-02-07 01:24:00,2020-02-07 05:23:00
7531,2020-02-08,D4668               ,3365,1615,2020-02-08 01:24:00,2020-02-08 05:23:00
7532,2020-02-09,D4668               ,3365,1615,2020-02-09 01:24:00,2020-02-09 05:23:00
7533,2020-02-10,D4668               ,3365,1615,2020-02-10 01:24:00,2020-02-10 05:23:00
7534,2020-02-11,D4668               ,3365,1615,2020-02-11 01:24:00,2020-02-11 05:23:00
7535,2020-02-12,D4668               ,3365,1615,2020-02-12 01:24:00,2020-02-12 05:23:00
7536,2020-02-13,D4668               ,3365,1615,2020-02-13 01:24:00,2020-02-13 05:23:00
7537,2020-02-14,D4668               ,3365,1615,2020-02-14 01:24:00,2020-02-14 05:23:00
7538,2020-02-15,D4668               ,3365,1615,2020-02-15 01:24:00,2020-02-15 05:23:00
7539,2020-02-16,D4668               ,3365,1615,2020-02-16 01:24:00,2020-02-16 05:23:00
7540,2020-02-17,D4668               ,3365,1615,2020-02-17 01:24:00,2020-02-17 05:23:00
7541,2020-02-18,D4668               ,3365,1615,2020-02-18 01:24:00,2020-02-18 05:23:00
7542,2020-02-19,D4668               ,3365,1615,2020-02-19 01:24:00,2020-02-19 05:23:00
7543,2020-02-20,D4668               ,3365,1615,2020-02-20 01:24:00,2020-02-20 05:23:00
7544,2020-02-21,D4668               ,3365,1615,2020-02-21 01:24:00,2020-02-21 05:23:00
7545,2020-02-22,D4668               ,3365,1615,2020-02-22 01:24:00,2020-02-22 05:23:00
7546,2020-02-23,D4668               ,3365,1615,2020-02-23 01:24:00,2020-02-23 05:23:00
7547,2020-02-24,D4668               ,3365,1615,2020-02-24 01:24:00,2020-02-24 05:23:00
7548,2020-02-25,D4668               ,3365,1615,2020-02-25 01:24:00,2020-02-25 05:23:00
7549,2020-02-26,D4668               ,3365,1615,2020-02-26 01:24:00,2020-02-26 05:23:00
7550,2020-02-27,D4668               ,3365,1615,2020-02-27 01:24:00,2020-02-27 05:23:00
7551,2020-02-28,D4668               ,3365,1615,2020-02-28 01:24:00,2020-02-28 05:23:00
7552,2020-02-29,D4668               ,3365,1615,2020-02-29 01:24:00,2020-02-29 05:23:00
7553,2020-03-01,D4668               ,3365,1615,2020-03-01 01:24:00,2020-03-01 05:23:00
7554,2019-12-02,D4670               ,1615,3365,2019-12-02 20:44:00,2019-12-03 00:56:00
7555,2019-12-03,D4670               ,1615,3365,2019-12-03 20:44:00,2019-12-04 00:56:00
7556,2019-12-04,D4670               ,1615,3365,2019-12-04 20:44:00,2019-12-05 00:56:00
7557,2019-12-05,D4670               ,1615,3365,2019-12-05 20:44:00,2019-12-06 00:56:00
7558,2019-12-06,D4670               ,1615,3365,2019-12-06 20:44:00,2019-12-07 00:56:00
7559,2019-12-07,D4670               ,1615,3365,2019-12-07 20:44:00,2019-12-08 00:56:00
7560,2019-12-08,D4670               ,1615,3365,2019-12-08 20:44:00,2019-12-09 00:56:00
7561,2019-12-09,D4670               ,1615,3365,2019-12-09 20:44:00,2019-12-10 00:56:00
7562,2019-12-10,D4670               ,1615,3365,2019-12-10 20:44:00,2019-12-11 00:56:00
7563,2019-12-11,D4670               ,1615,3365,2019-12-11 20:44:00,2019-12-12 00:56:00
7564,2019-12-12,D4670               ,1615,3365,2019-12-12 20:44:00,2019-12-13 00:56:00
7565,2019-12-13,D4670               ,1615,3365,2019-12-13 20:44:00,2019-12-14 00:56:00
7566,2019-12-14,D4670               ,1615,3365,2019-12-14 20:44:00,2019-12-15 00:56:00
7567,2019-12-15,D4670               ,1615,3365,2019-12-15 20:44:00,2019-12-16 00:56:00
7568,2019-12-16,D4670               ,1615,3365,2019-12-16 20:44:00,2019-12-17 00:56:00
7569,2019-12-17,D4670               ,1615,3365,2019-12-17 20:44:00,2019-12-18 00:56:00
7570,2019-12-18,D4670               ,1615,3365,2019-12-18 20:44:00,2019-12-19 00:56:00
7571,2019-12-19,D4670               ,1615,3365,2019-12-19 20:44:00,2019-12-20 00:56:00
7572,2019-12-20,D4670               ,1615,3365,2019-12-20 20:44:00,2019-12-21 00:56:00
7573,2019-12-21,D4670               ,1615,3365,2019-12-21 20:44:00,2019-12-22 00:56:00
7574,2019-12-22,D4670               ,1615,3365,2019-12-22 20:44:00,2019-12-23 00:56:00
7575,2019-12-23,D4670               ,1615,3365,2019-12-23 20:44:00,2019-12-24 00:56:00
7576,2019-12-24,D4670               ,1615,3365,2019-12-24 20:44:00,2019-12-25 00:56:00
7577,2019-12-25,D4670               ,1615,3365,2019-12-25 20:44:00,2019-12-26 00:56:00
7578,2019-12-26,D4670               ,1615,3365,2019-12-26 20:44:00,2019-12-27 00:56:00
7579,2019-12-27,D4670               ,1615,3365,2019-12-27 20:44:00,2019-12-28 00:56:00
7580,2019-12-28,D4670               ,1615,3365,2019-12-28 20:44:00,2019-12-29 00:56:00
7581,2019-12-29,D4670               ,1615,3365,2019-12-29 20:44:00,2019-12-30 00:56:00
7582,2019-12-30,D4670               ,1615,3365,2019-12-30 20:44:00,2019-12-31 00:56:00
7583,2019-12-31,D4670               ,1615,3365,2019-12-31 20:44:00,2020-01-01 00:56:00
7584,2020-01-01,D4670               ,1615,3365,2020-01-01 20:44:00,2020-01-02 00:56:00
7585,2020-01-02,D4670               ,1615,3365,2020-01-02 20:44:00,2020-01-03 00:56:00
7586,2020-01-03,D4670               ,1615,3365,2020-01-03 20:44:00,2020-01-04 00:56:00
7587,2020-01-04,D4670               ,1615,3365,2020-01-04 20:44:00,2020-01-05 00:56:00
7588,2020-01-05,D4670               ,1615,3365,2020-01-05 20:44:00,2020-01-06 00:56:00
7589,2020-01-06,D4670               ,1615,3365,2020-01-06 20:44:00,2020-01-07 00:56:00
7590,2020-01-07,D4670               ,1615,3365,2020-01-07 20:44:00,2020-01-08 00:56:00
7591,2020-01-08,D4670               ,1615,3365,2020-01-08 20:44:00,2020-01-09 00:56:00
7592,2020-01-09,D4670               ,1615,3365,2020-01-09 20:44:00,2020-01-10 00:56:00
7593,2020-01-10,D4670               ,1615,3365,2020-01-10 20:44:00,2020-01-11 00:56:00
7594,2020-01-11,D4670               ,1615,3365,2020-01-11 20:44:00,2020-01-12 00:56:00
7595,2020-01-12,D4670               ,1615,3365,2020-01-12 20:44:00,2020-01-13 00:56:00
7596,2020-01-13,D4670               ,1615,3365,2020-01-13 20:44:00,2020-01-14 00:56:00
7597,2020-01-14,D4670               ,1615,3365,2020-01-14 20:44:00,2020-01-15 00:56:00
7598,2020-01-15,D4670               ,1615,3365,2020-01-15 20:44:00,2020-01-16 00:56:00
7599,2020-01-16,D4670               ,1615,3365,2020-01-16 20:44:00,2020-01-17 00:56:00
7600,2020-01-17,D4670               ,1615,3365,2020-01-17 20:44:00,2020-01-18 00:56:00
7601,2020-01-18,D4670               ,1615,3365,2020-01-18 20:44:00,2020-01-19 00:56:00
7602,2020-01-19,D4670               ,1615,3365,2020-01-19 20:44:00,2020-01-20 00:56:00
7603,2020-01-20,D4670               ,1615,3365,2020-01-20 20:44:00,2020-01-21 00:56:00
7604,2020-01-21,D4670               ,1615,3365,2020-01-21 20:44:00,2020-01-22 00:56:00
7605,2020-01-22,D4670               ,1615,3365,2020-01-22 20:44:00,2020-01-23 00:56:00
7606,2020-01-23,D4670               ,1615,3365,2020-01-23 20:44:00,2020-01-24 00:56:00
7607,2020-01-24,D4670               ,1615,3365,2020-01-24 20:44:00,2020-01-25 00:56:00
7608,2020-01-25,D4670               ,1615,3365,2020-01-25 20:44:00,2020-01-26 00:56:00
7609,2020-01-26,D4670               ,1615,3365,2020-01-26 20:44:00,2020-01-27 00:56:00
7610,2020-01-27,D4670               ,1615,3365,2020-01-27 20:44:00,2020-01-28 00:56:00
7611,2020-01-28,D4670               ,1615,3365,2020-01-28 20:44:00,2020-01-29 00:56:00
7612,2020-01-29,D4670               ,1615,3365,2020-01-29 20:44:00,2020-01-30 00:56:00
7613,2020-01-30,D4670               ,1615,3365,2020-01-30 20:44:00,2020-01-31 00:56:00
7614,2020-01-31,D4670               ,1615,3365,2020-01-31 20:44:00,2020-02-01 00:56:00
7615,2020-02-01,D4670               ,1615,3365,2020-02-01 20:44:00,2020-02-02 00:56:00
7616,2020-02-02,D4670               ,1615,3365,2020-02-02 20:44:00,2020-02-03 00:56:00
7617,2020-02-03,D4670               ,1615,3365,2020-02-03 20:44:00,2020-02-04 00:56:00
7618,2020-02-04,D4670               ,1615,3365,2020-02-04 20:44:00,2020-02-05 00:56:00
7619,2020-02-05,D4670               ,1615,3365,2020-02-05 20:44:00,2020-02-06 00:56:00
7620,2020-02-06,D4670               ,1615,3365,2020-02-06 20:44:00,2020-02-07 00:56:00
7621,2020-02-07,D4670               ,1615,3365,2020-02-07 20:44:00,2020-02-08 00:56:00
7622,2020-02-08,D4670               ,1615,3365,2020-02-08 20:44:00,2020-02-09 00:56:00
7623,2020-02-09,D4670               ,1615,3365,2020-02-09 20:44:00,2020-02-10 00:56:00
7624,2020-02-10,D4670               ,1615,3365,2020-02-10 20:44:00,2020-02-11 00:56:00
7625,2020-02-11,D4670               ,1615,3365,2020-02-11 20:44:00,2020-02-12 00:56:00
7626,2020-02-12,D4670               ,1615,3365,2020-02-12 20:44:00,2020-02-13 00:56:00
7627,2020-02-13,D4670               ,1615,3365,2020-02-13 20:44:00,2020-02-14 00:56:00
7628,2020-02-14,D4670               ,1615,3365,2020-02-14 20:44:00,2020-02-15 00:56:00
7629,2020-02-15,D4670               ,1615,3365,2020-02-15 20:44:00,2020-02-16 00:56:00
7630,2020-02-16,D4670               ,1615,3365,2020-02-16 20:44:00,2020-02-17 00:56:00
7631,2020-02-17,D4670               ,1615,3365,2020-02-17 20:44:00,2020-02-18 00:56:00
7632,2020-02-18,D4670               ,1615,3365,2020-02-18 20:44:00,2020-02-19 00:56:00
7633,2020-02-19,D4670               ,1615,3365,2020-02-19 20:44:00,2020-02-20 00:56:00
7634,2020-02-20,D4670               ,1615,3365,2020-02-20 20:44:00,2020-02-21 00:56:00
7635,2020-02-21,D4670               ,1615,3365,2020-02-21 20:44:00,2020-02-22 00:56:00
7636,2020-02-22,D4670               ,1615,3365,2020-02-22 20:44:00,2020-02-23 00:56:00
7637,2020-02-23,D4670               ,1615,3365,2020-02-23 20:44:00,2020-02-24 00:56:00
7638,2020-02-24,D4670               ,1615,3365,2020-02-24 20:44:00,2020-02-25 00:56:00
7639,2020-02-25,D4670               ,1615,3365,2020-02-25 20:44:00,2020-02-26 00:56:00
7640,2020-02-26,D4670               ,1615,3365,2020-02-26 20:44:00,2020-02-27 00:56:00
7641,2020-02-27,D4670               ,1615,3365,2020-02-27 20:44:00,2020-02-28 00:56:00
7642,2020-02-28,D4670               ,1615,3365,2020-02-28 20:44:00,2020-02-29 00:56:00
7643,2020-02-29,D4670               ,1615,3365,2020-02-29 20:44:00,2020-03-01 00:56:00
7644,2020-03-01,D4670               ,1615,3365,2020-03-01 20:44:00,2020-03-02 00:56:00
7645,2019-12-02,D4678               ,3365,1615,2019-12-02 01:17:00,2019-12-02 05:18:00
7646,2019-12-03,D4678               ,3365,1615,2019-12-03 01:17:00,2019-12-03 05:18:00
7647,2019-12-04,D4678               ,3365,1615,2019-12-04 01:17:00,2019-12-04 05:18:00
7648,2019-12-05,D4678               ,3365,1615,2019-12-05 01:17:00,2019-12-05 05:18:00
7649,2019-12-06,D4678               ,3365,1615,2019-12-06 01:17:00,2019-12-06 05:18:00
7650,2019-12-07,D4678               ,3365,1615,2019-12-07 01:17:00,2019-12-07 05:18:00
7651,2019-12-08,D4678               ,3365,1615,2019-12-08 01:17:00,2019-12-08 05:18:00
7652,2019-12-09,D4678               ,3365,1615,2019-12-09 01:17:00,2019-12-09 05:18:00
7653,2019-12-10,D4678               ,3365,1615,2019-12-10 01:17:00,2019-12-10 05:18:00
7654,2019-12-11,D4678               ,3365,1615,2019-12-11 01:17:00,2019-12-11 05:18:00
7655,2019-12-12,D4678               ,3365,1615,2019-12-12 01:17:00,2019-12-12 05:18:00
7656,2019-12-13,D4678               ,3365,1615,2019-12-13 01:17:00,2019-12-13 05:18:00
7657,2019-12-14,D4678               ,3365,1615,2019-12-14 01:17:00,2019-12-14 05:18:00
7658,2019-12-15,D4678               ,3365,1615,2019-12-15 01:17:00,2019-12-15 05:18:00
7659,2019-12-16,D4678               ,3365,1615,2019-12-16 01:17:00,2019-12-16 05:18:00
7660,2019-12-17,D4678               ,3365,1615,2019-12-17 01:17:00,2019-12-17 05:18:00
7661,2019-12-18,D4678               ,3365,1615,2019-12-18 01:17:00,2019-12-18 05:18:00
7662,2019-12-19,D4678               ,3365,1615,2019-12-19 01:17:00,2019-12-19 05:18:00
7663,2019-12-20,D4678               ,3365,1615,2019-12-20 01:17:00,2019-12-20 05:18:00
7664,2019-12-21,D4678               ,3365,1615,2019-12-21 01:17:00,2019-12-21 05:18:00
7665,2019-12-22,D4678               ,3365,1615,2019-12-22 01:17:00,2019-12-22 05:18:00
7666,2019-12-23,D4678               ,3365,1615,2019-12-23 01:17:00,2019-12-23 05:18:00
7667,2019-12-24,D4678               ,3365,1615,2019-12-24 01:17:00,2019-12-24 05:18:00
